Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,New Zealand,NZL,12.9,..,..,..,..,13.3,..,..,..,..,13,..,..,..,..,12.1,12.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Nicaragua,NIC,17.2,..,..,..,..,14.4,..,..,..,..,12.5,..,..,..,..,12.2,12.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Niger,NER,4.6,..,..,..,..,4.9,..,..,..,..,4.9,..,..,..,..,4.7,4.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Nigeria,NGA,10.2,..,..,..,..,9.6,..,..,..,..,10,..,..,..,..,9.6,9.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,North Macedonia,MKD,7.7,..,..,..,..,7.2,..,..,..,..,5.9,..,..,..,..,7.8,7.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Norway,NOR,13.3,..,..,..,..,12.7,..,..,..,..,12.6,..,..,..,..,12.4,12.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Oman,OMN,4.3,..,..,..,..,3.4,..,..,..,..,3.7,..,..,..,..,4.1,3.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Pakistan,PAK,3.4,..,..,..,..,3.5,..,..,..,..,3.1,..,..,..,..,2.9,2.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Panama,PAN,6,..,..,..,..,6.3,..,..,..,..,5.1,..,..,..,..,3.9,4.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Papua New Guinea,PNG,7.1,..,..,..,..,5.8,..,..,..,..,5.4,..,..,..,..,6,6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Paraguay,PRY,10.1,..,..,..,..,10.1,..,..,..,..,9.3,..,..,..,..,9.9,9.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Peru,PER,5.1,..,..,..,..,4.6,..,..,..,..,4.6,..,..,..,..,4.9,4.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Philippines,PHL,2.5,..,..,..,..,2.6,..,..,..,..,3.3,..,..,..,..,3.2,3.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Poland,POL,16.9,..,..,..,..,17.7,..,..,..,..,18.6,..,..,..,..,15.8,16.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Portugal,PRT,7.5,..,..,..,..,11.1,..,..,..,..,13.5,..,..,..,..,13.8,14,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Qatar,QAT,3.4,..,..,..,..,3.2,..,..,..,..,6.1,..,..,..,..,6.5,6.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Romania,ROU,13.2,..,..,..,..,12.5,..,..,..,..,14,..,..,..,..,11.6,10.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Russian Federation,RUS,52.6,..,..,..,..,51.6,..,..,..,..,40,..,..,..,..,32.1,31,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Rwanda,RWA,15.6,..,..,..,..,10.9,..,..,..,..,7.5,..,..,..,..,6.8,6.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Samoa,WSM,8.3,..,..,..,..,6.5,..,..,..,..,5,..,..,..,..,4.5,4.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sao Tome and Principe,STP,2,..,..,..,..,1.8,..,..,..,..,2,..,..,..,..,2.3,2.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Saudi Arabia,SAU,2.8,..,..,..,..,3,..,..,..,..,3.4,..,..,..,..,3.2,3.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Senegal,SEN,7.7,..,..,..,..,8.1,..,..,..,..,6.9,..,..,..,..,6.2,6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Serbia,SRB,21,..,..,..,..,18.8,..,..,..,..,15.9,..,..,..,..,15,15.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Seychelles,SYC,8.7,..,..,..,..,9.1,..,..,..,..,9.4,..,..,..,..,9.4,9.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sierra Leone,SLE,11.1,..,..,..,..,10.4,..,..,..,..,9.2,..,..,..,..,9.3,9.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Singapore,SGP,12.4,..,..,..,..,11.6,..,..,..,..,10,..,..,..,..,9,9.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Slovak Republic,SVK,14.4,..,..,..,..,13.8,..,..,..,..,13.9,..,..,..,..,12.8,12.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Slovenia,SVN,32.4,..,..,..,..,27.1,..,..,..,..,20.7,..,..,..,..,21,18.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Solomon Islands,SLB,11.2,..,..,..,..,7.6,..,..,..,..,5.8,..,..,..,..,4.9,4.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Somalia,SOM,4.7,..,..,..,..,4.8,..,..,..,..,4.3,..,..,..,..,4.7,4.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,South Africa,ZAF,11.6,..,..,..,..,11.8,..,..,..,..,12.2,..,..,..,..,11.8,11.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,South Sudan,SSD,4.8,..,..,..,..,4.6,..,..,..,..,4.1,..,..,..,..,3.7,3.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Spain,ESP,8.6,..,..,..,..,8.1,..,..,..,..,7,..,..,..,..,8.1,8.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sri Lanka,LKA,28.8,..,..,..,..,23.1,..,..,..,..,19.1,..,..,..,..,14.8,14.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,St. Lucia,LCA,6.4,..,..,..,..,3,..,..,..,..,6.1,..,..,..,..,7.8,7.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,St. Vincent and the Grenadines,VCT,6.3,..,..,..,..,9.9,..,..,..,..,3.3,..,..,..,..,2.7,2.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sudan,SDN,7.9,..,..,..,..,8.4,..,..,..,..,8,..,..,..,..,8,8.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Suriname,SUR,23.5,..,..,..,..,26.5,..,..,..,..,27,..,..,..,..,23.8,22.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sweden,SWE,15.6,..,..,..,..,16.4,..,..,..,..,15.3,..,..,..,..,15.7,14.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Switzerland,CHE,21.8,..,..,..,..,20.8,..,..,..,..,16.2,..,..,..,..,17.1,17.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Syrian Arab Republic,SYR,1.3,..,..,..,..,1.6,..,..,..,..,1.9,..,..,..,..,1.9,1.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Tajikistan,TJK,3,..,..,..,..,2.9,..,..,..,..,2.5,..,..,..,..,2.5,2.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Tanzania,TZA,6.9,..,..,..,..,5.5,..,..,..,..,5.3,..,..,..,..,5.4,5.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Thailand,THA,16.2,..,..,..,..,12.7,..,..,..,..,14.3,..,..,..,..,14.6,14.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Timor-Leste,TLS,9.3,..,..,..,..,6.2,..,..,..,..,5.3,..,..,..,..,4.6,4.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Togo,TGO,9.6,..,..,..,..,9.9,..,..,..,..,9.5,..,..,..,..,9.4,9.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Tonga,TON,3.6,..,..,..,..,3.4,..,..,..,..,3.6,..,..,..,..,3.5,3.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Trinidad and Tobago,TTO,14.9,..,..,..,..,12.3,..,..,..,..,14.5,..,..,..,..,13.6,13.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Tunisia,TUN,3.5,..,..,..,..,3.6,..,..,..,..,3.6,..,..,..,..,3.4,3.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Turkey,TUR,7.2,..,..,..,..,7.6,..,..,..,..,8.4,..,..,..,..,7.3,7.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Turkmenistan,TKM,9.1,..,..,..,..,11.7,..,..,..,..,7.6,..,..,..,..,7.2,6.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Uganda,UGA,11.1,..,..,..,..,10.5,..,..,..,..,10.5,..,..,..,..,9.9,9.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Ukraine,UKR,36.9,..,..,..,..,34.5,..,..,..,..,27.1,..,..,..,..,23.1,22.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,United Arab Emirates,ARE,3.2,..,..,..,..,3.1,..,..,..,..,3,..,..,..,..,2.8,2.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,United Kingdom,GBR,9.1,..,..,..,..,8.2,..,..,..,..,7.8,..,..,..,..,8.7,8.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,United States,USA,11.3,..,..,..,..,11.9,..,..,..,..,13.2,..,..,..,..,15,15.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Uruguay,URY,17.4,..,..,..,..,15.3,..,..,..,..,16.6,..,..,..,..,19.4,18.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Uzbekistan,UZB,7.6,..,..,..,..,5.8,..,..,..,..,6,..,..,..,..,7.4,7.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Vanuatu,VUT,7.3,..,..,..,..,5.7,..,..,..,..,5.1,..,..,..,..,4.5,4.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Venezuela, RB",VEN,8,..,..,..,..,5.9,..,..,..,..,4.3,..,..,..,..,3.8,3.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Vietnam,VNM,6.7,..,..,..,..,6.7,..,..,..,..,7,..,..,..,..,7.2,7.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Yemen, Rep.",YEM,6.8,..,..,..,..,8.1,..,..,..,..,8.8,..,..,..,..,8.6,8.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Zambia,ZMB,8.1,..,..,..,..,6.5,..,..,..,..,6.3,..,..,..,..,6.1,6.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Zimbabwe,ZWE,12.9,..,..,..,..,13.9,..,..,..,..,11.9,..,..,..,..,10.6,10.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Arab World,ARB,4.32612451050338,..,..,..,..,4.30855385231312,..,..,..,..,4.20444242654213,..,..,..,..,4.20620092747724,4.2719116150766,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Caribbean small states,CSS,9.07578579887593,..,..,..,..,8.70435801041195,..,..,..,..,9.29099450017743,..,..,..,..,9.1326955900046,9.10047459901092,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Central Europe and the Baltics,CEB,19.7160613024379,..,..,..,..,18.2381117622446,..,..,..,..,18.0954610885635,..,..,..,..,15.5787845308009,15.1573109440119,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Early-demographic dividend,EAR,10.8919415879394,..,..,..,..,10.9052561830624,..,..,..,..,10.2221368985042,..,..,..,..,10.0658836484963,9.93717021583917,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,East Asia & Pacific,EAS,12.0668388947108,..,..,..,..,11.2209845724383,..,..,..,..,10.8390594935478,..,..,..,..,9.54517479546125,9.50860320735565,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,East Asia & Pacific (excluding high income),EAP,11.1011149924088,..,..,..,..,9.88715798453879,..,..,..,..,9.34941710088089,..,..,..,..,8.40797296476341,8.469040070272,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,East Asia & Pacific (IDA & IBRD countries),TEA,11.1151929587818,..,..,..,..,9.87421947277649,..,..,..,..,9.31716324729664,..,..,..,..,8.37053872138019,8.43495445055991,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Euro area,EMU,14.4785006402104,..,..,..,..,13.4425908632571,..,..,..,..,13.068937399499,..,..,..,..,12.9222553334521,12.9531340523849,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Europe & Central Asia,ECS,21.9875540754547,..,..,..,..,20.8671382175922,..,..,..,..,17.9996766467295,..,..,..,..,15.7927821819888,15.498859238676,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Europe & Central Asia (excluding high income),ECA,31.8803654224353,..,..,..,..,30.6219148764534,..,..,..,..,24.3630590612874,..,..,..,..,19.6932939385874,19.0317172989938,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Europe & Central Asia (IDA & IBRD countries),TEC,29.4771874305746,..,..,..,..,28.4855685751171,..,..,..,..,23.3284707247245,..,..,..,..,18.9913731196221,18.3955326872149,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,European Union,EUU,15.3059231848469,..,..,..,..,14.3099025795488,..,..,..,..,14.0233921078482,..,..,..,..,13.3607327900874,13.3050095180175,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Fragile and conflict affected situations,FCS,7.77172230839124,..,..,..,..,7.46955113697277,..,..,..,..,7.24547707028083,..,..,..,..,7.13586714469709,7.13475304709226,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Heavily indebted poor countries (HIPC),HPC,7.91146825940087,..,..,..,..,7.51966847400554,..,..,..,..,7.1045172515213,..,..,..,..,7.05555742860341,7.05860345647299,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,High income,HIC,14.3999606351394,..,..,..,..,14.5687643341713,..,..,..,..,14.899414837912,..,..,..,..,14.2643500638217,14.1502603988768,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,IBRD only,IBD,14.0220952591579,..,..,..,..,13.329738328329,..,..,..,..,12.1483643018206,..,..,..,..,11.2788290307341,11.1529645404827,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,IDA & IBRD total,IBT,12.5939980367124,..,..,..,..,11.9016105289895,..,..,..,..,10.8592697599121,..,..,..,..,10.1151552918978,10.0045973425527,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,IDA blend,IDB,6.96816870534325,..,..,..,..,6.56014618135262,..,..,..,..,6.40385560369747,..,..,..,..,6.29087136723774,6.2674564326782,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,IDA only,IDX,7.47261609975748,..,..,..,..,7.13783922855691,..,..,..,..,6.80922844292809,..,..,..,..,6.70906922345236,6.69305550026928,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,IDA total,IDA,7.30384646185243,..,..,..,..,6.94519454364028,..,..,..,..,6.6736579027736,..,..,..,..,6.56847021708358,6.54989121269027,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Late-demographic dividend,LTE,15.0250341876746,..,..,..,..,13.7103368103981,..,..,..,..,12.3437399178898,..,..,..,..,10.8611759184693,10.7879088281235,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Latin America & Caribbean,LCN,6.46068272954098,..,..,..,..,6.45609006044747,..,..,..,..,6.54440905474969,..,..,..,..,7.12573124366743,6.87565136886651,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Latin America & Caribbean (excluding high income),LAC,6.23574687314706,..,..,..,..,6.26467371140394,..,..,..,..,6.30815561694778,..,..,..,..,6.95413783048722,6.70492979253607,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Latin America & the Caribbean (IDA & IBRD countries),TLA,6.22454907978127,..,..,..,..,6.32363529206146,..,..,..,..,6.39568759695539,..,..,..,..,7.00921575103138,6.75166081145025,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Least developed countries: UN classification,LDC,7.65480527192619,..,..,..,..,7.24813841160662,..,..,..,..,6.81623764868633,..,..,..,..,6.61413723969109,6.57523993810354,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Low & middle income,LMY,12.5554085134366,..,..,..,..,11.8553152988665,..,..,..,..,10.7986907609107,..,..,..,..,10.0779627919461,9.97015605907558,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Low income,LIC,7.34760490468575,..,..,..,..,7.18440138770315,..,..,..,..,6.79847999311554,..,..,..,..,6.67541842899875,6.67724042057081,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Lower middle income,LMC,12.8290272085679,..,..,..,..,12.5412956300811,..,..,..,..,11.6754721169783,..,..,..,..,11.3977307330694,11.2568436803884,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Middle East & North Africa,MEA,5.41543443585385,..,..,..,..,5.29356129015447,..,..,..,..,4.3850556877998,..,..,..,..,3.81563516656195,3.89047498344363,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Middle East & North Africa (excluding high income),MNA,5.62281232256564,..,..,..,..,5.49402403516323,..,..,..,..,4.44723630185121,..,..,..,..,3.84899582674667,3.92944110699236,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Middle East & North Africa (IDA & IBRD countries),TMN,5.62281232256564,..,..,..,..,5.49402403516323,..,..,..,..,4.44723630185121,..,..,..,..,3.84899582674667,3.92944110699236,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Middle income,MIC,13.0096432277532,..,..,..,..,12.2957752376034,..,..,..,..,11.2069399457321,..,..,..,..,10.4499854253975,10.335308997414,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,North America,NAC,11.4667446091681,..,..,..,..,12.027888802426,..,..,..,..,13.1801909357113,..,..,..,..,14.7495152012539,15.0184059632699,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,OECD members,OED,13.223233776854,..,..,..,..,13.4407385807488,..,..,..,..,13.826547727395,..,..,..,..,13.3745156566903,13.2060145086107,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Other small states,OSS,10.7950259913651,..,..,..,..,9.70686568017997,..,..,..,..,9.36170297881456,..,..,..,..,9.05596562989863,9.06934698210314,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Pacific island small states,PSS,7.24892915285314,..,..,..,..,5.90813292657673,..,..,..,..,5.81802130810417,..,..,..,..,5.57907030324405,5.4966503144099,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Post-demographic dividend,PST,16.161553868506,..,..,..,..,16.1656175445997,..,..,..,..,16.1067511127893,..,..,..,..,15.3980057893874,15.2678831323186,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Pre-demographic dividend,PRE,7.80432066700991,..,..,..,..,7.37155590796771,..,..,..,..,7.15744653646733,..,..,..,..,7.01522005839051,6.98947452858438,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Small states,SST,10.1899945731218,..,..,..,..,9.2573185524584,..,..,..,..,9.13319814985348,..,..,..,..,8.86516078668353,8.86510902645263,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,South Asia,SAS,14.9252243659248,..,..,..,..,14.8656137454192,..,..,..,..,13.8483644844663,..,..,..,..,13.6502728723806,13.458530667207,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,South Asia (IDA & IBRD),TSA,14.9252243659248,..,..,..,..,14.8656137454192,..,..,..,..,13.8483644844663,..,..,..,..,13.6502728723806,13.458530667207,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sub-Saharan Africa,SSF,8.45690849677852,..,..,..,..,8.0280047020898,..,..,..,..,7.7474826162272,..,..,..,..,7.56868569348806,7.53975065904915,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sub-Saharan Africa (excluding high income),SSA,8.45215480252008,..,..,..,..,8.0266358912059,..,..,..,..,7.74680364371337,..,..,..,..,7.56733074094192,7.53926545685647,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Sub-Saharan Africa (IDA & IBRD countries),TSS,8.45690849677852,..,..,..,..,8.0280047020898,..,..,..,..,7.7474826162272,..,..,..,..,7.56868569348806,7.53975065904915,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Upper middle income,UMC,13.1681328191747,..,..,..,..,12.0707115304325,..,..,..,..,10.7589700560943,..,..,..,..,9.51117015431514,9.41628354503684,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,World,WLD,12.8792814407572,..,..,..,..,12.3172397903567,..,..,..,..,11.4799393345487,..,..,..,..,10.7523966061242,10.6396284270358,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/07/2020,,,,,,,,,,,,,,,,,,,,,,,,
